1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
1024	1521	1536
1024	1521	1536
1024	1521	1536
154	1521	1536
154	1521	1536
154	1521	1536
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	64	1178
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1178	1178	64
1024	1521	1536
154	1521	1536
1024	1521	6144
1024	6083	1536
154	1521	6144
154	6083	1536
